Filename	Total Sequences	Total Length	Total Bases	GC Content (%)	AT Content (%)	N50	N75	N90	Median Length	Mean Length	Longest Sequence	Shortest Sequence	Ambiguous Bases (%)	Sequences with Ns	Max N-run	Homopolymers	Max Homopolymer	Duplicate Sequences	Short Sequences (<100 bp)	Long Sequences (>1M bp)	File Size (MB)	Warnings	E. coli Status	Best Species	ANI (%)	E. coli / Shigella Confirmed	Contamination Suspected
GCA_037047825.1.fna	220	5152953	5152953	50.76	49.24	110982	57421	18608	2832.0	23423	307937	202	0.00	0	0	22030	10	0	0	0	5.00	1	GC:Normal,Size:Normal	Escherichia Coli K12	96.78	Yes	No
GCA_907163995.1.fna	205	5065702	5065702	50.55	49.45	176029	76037	37815	647	24711	441557	112	0.00	0	0	21361	26	0	0	0	4.91	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.52	Yes	No
GCA_040418405.1.fna	205	4960376	4960376	50.65	49.35	58997	34054	18942	7189	24197	222944	208	0.00	0	0	20862	10	0	0	0	4.81	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.48	Yes	No
GCA_040417875.1.fna	241	5090477	5090477	50.64	49.36	54201	29760	13846	8217	21122	203358	208	0.00	0	0	21514	10	0	0	0	4.94	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.39	Yes	No
GCA_040416775.1.fna	168	5048645	5048645	50.69	49.31	106008	49460	22972	4759.5	30051	340613	226	0.00	0	0	21310	9	0	0	0	4.89	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.36	Yes	No
GCA_009720065.1.fna	208	5245824	5245824	50.79	49.21	173083	106208	23491	1347.5	25220	362435	203	0.00	0	0	22516	26	0	0	0	5.09	2	GC:Normal,Size:Normal	Escherichia Coli K12	96.77	Yes	No
GCA_964007225.1.fna	190	5093830	5093830	50.74	49.26	191367	96376	23938	1913.5	26810	374911	211	0.00	0	0	21715	10	0	0	0	4.94	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.79	Yes	No
GCA_040418885.1.fna	264	5038268	5038268	50.69	49.31	51269	28003	12980	5810.0	19084	157865	216	0.00	0	0	21262	10	0	0	0	4.89	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.43	Yes	No
GCA_040417015.1.fna	275	4951263	4951263	50.81	49.19	52239	26707	10944	5125	18005	153666	202	0.00	0	0	20707	9	0	0	0	4.81	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.37	Yes	No
GCA_964206225.1.fna	298	5242293	5242293	50.74	49.26	135410	75312	23073	796.5	17592	466161	200	0.00	0	0	22480	10	0	0	0	5.10	1	GC:Normal,Size:Normal	Escherichia Coli K12	96.79	Yes	No
GCA_040416995.1.fna	270	4962681	4962681	50.80	49.20	55949	31084	12572	4198.5	18380	181408	202	0.00	0	0	20752	9	0	0	0	4.82	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.39	Yes	No
GCA_037049765.1.fna	154	5018786	5018786	50.68	49.32	123597	69915	29666	4092.0	32590	253041	200	0.00	0	0	21417	10	0	0	0	4.86	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.79	Yes	No
GCA_040419065.1.fna	220	5031679	5031679	50.75	49.25	69299	41018	17328	4617.5	22871	242470	226	0.00	0	0	21207	11	0	0	0	4.88	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.38	Yes	No
GCA_025544715.1.fna	524	5228989	5228989	49.17	50.79	88266	41427	17243	476.0	9979	362593	201	0.04	12	100	22680	11	0	0	0	5.11	3	GC:Normal,Size:Normal	Escherichia Coli K12	99.23	Yes	No
GCA_964006185.1.fna	252	5384683	5384683	50.63	49.37	103884	48176	14123	2576.0	21368	324640	208	0.00	0	0	23329	10	0	0	0	5.23	1	GC:Normal,Size:Normal	Escherichia Coli K12	96.81	Yes	No
GCA_040418905.1.fna	224	5037329	5037329	50.71	49.29	78205	38329	14609	4569.0	22488	254214	218	0.00	0	0	21223	11	0	0	0	4.88	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.38	Yes	No
GCA_040416695.1.fna	180	5050882	5050882	50.69	49.31	87179	45230	22467	5459.0	28060	203740	221	0.00	0	0	21338	12	0	0	0	4.89	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.35	Yes	No
GCA_964006725.1.fna	136	5167159	5167159	50.57	49.43	168045	105902	25937	4736.0	37994	402196	211	0.00	0	0	22116	10	0	0	0	5.01	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.75	Yes	No
GCA_964006755.1.fna	141	5158886	5158886	50.76	49.24	144771	78459	28404	5257	36588	344288	263	0.00	0	0	22162	10	0	0	0	5.00	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.73	Yes	No
GCA_040415565.1.fna	207	5014607	5014607	50.72	49.28	87145	42909	15384	4299	24225	238231	226	0.00	0	0	21121	9	0	0	0	4.86	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.37	Yes	No
GCA_964205375.1.fna	171	4846137	4846137	50.76	49.24	122320	49574	21960	4603	28340	434968	210	0.00	0	0	20423	11	0	0	0	4.70	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.48	Yes	No
GCA_040418645.1.fna	212	5058706	5058706	50.64	49.36	71806	39116	18146	5615.5	23862	203515	202	0.00	0	0	21388	10	0	0	0	4.90	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.41	Yes	No
GCA_907163605.1.fna	163	5214376	5214376	50.74	49.26	190820	147216	39536	693	31990	622765	112	0.00	0	0	22341	10	0	0	0	5.05	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.79	Yes	No
GCA_040417785.1.fna	245	5037755	5037755	50.69	49.31	49922	28214	12982	7935	20562	203274	208	0.00	0	0	21211	10	0	0	0	4.89	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.35	Yes	No
GCA_964006435.1.fna	236	5124923	5124923	50.72	49.28	118816	57034	17023	2124.0	21716	288487	211	0.00	0	0	21901	10	0	0	0	4.98	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.49	Yes	No
GCA_964006325.1.fna	579	5415111	5415111	50.71	49.29	138704	44177	10250	683	9353	393121	291	0.00	0	0	23088	10	0	0	0	5.30	1	GC:Normal,Size:Normal	Escherichia Coli K12	96.74	Yes	No
GCA_040712505.1.fna	151	5189579	5189579	50.58	49.42	119519	55924	21658	8997	34368	254891	526	0.00	0	0	22051	10	0	0	0	5.02	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.42	Yes	No
GCA_040415905.1.fna	183	5050005	5050005	50.69	49.31	94295	52113	25543	3305	27596	322509	219	0.00	0	0	21359	14	0	0	0	4.89	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.35	Yes	No
GCA_040419005.1.fna	225	5050944	5050944	50.64	49.36	66474	36662	14951	5552	22449	222944	202	0.00	0	0	21331	10	0	0	0	4.90	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.42	Yes	No
GCA_040417685.1.fna	183	5061303	5061303	50.63	49.37	91118	40442	22872	5465	27657	269033	216	0.00	0	0	21429	10	0	0	0	4.90	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.43	Yes	No
GCA_037048185.1.fna	218	5262842	5262842	50.62	49.38	103649	46583	22792	1896.0	24141	256692	209	0.00	0	0	22658	10	0	0	0	5.10	1	GC:Normal,Size:Normal	Escherichia Coli K12	96.74	Yes	No
GCA_009824295.1.fna	122	4866211	4866211	50.41	49.59	203721	110031	34093	2970.0	39887	521170	215	0.00	0	0	20906	13	0	0	0	4.71	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.47	Yes	No
GCA_966564195.1.fna	270	5042619	5042619	50.78	49.22	54318	26398	12421	4996.0	18676	241547	507	0.00	0	0	21888	11	0	0	0	4.91	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.31	Yes	No
GCA_964006875.1.fna	130	5164508	5164508	50.57	49.43	213027	109381	25937	5120.5	39727	402196	288	0.00	0	0	22114	10	0	0	0	5.00	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.81	Yes	No
GCA_964006445.1.fna	200	5096069	5096069	50.67	49.33	90056	41317	16950	5489.5	25480	280286	317	0.00	0	0	21932	11	0	0	0	4.95	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.37	Yes	No
GCA_040418685.1.fna	197	5051992	5051992	50.64	49.36	81857	38440	17169	5944	25645	226248	201	0.00	0	0	21369	10	0	0	0	4.90	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.46	Yes	No
GCA_052072695.1.fna	153	5035872	5035872	50.74	49.26	190831	83209	42397	1111	32914	361323	200	0.00	0	0	21210	255	0	0	0	4.88	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.37	Yes	No
GCA_009794485.1.fna	117	5030893	5030893	50.81	49.19	186028	109185	42150	1447	42999	643051	219	0.00	0	0	21370	11	0	0	0	4.87	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.53	Yes	No
GCA_009793645.1.fna	103	4740544	4740544	50.69	49.31	179841	119371	85011	1702	46025	706549	206	0.00	0	0	19743	10	0	0	0	4.59	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.53	Yes	No
GCA_040416195.1.fna	209	5050988	5050988	50.65	49.35	62906	36085	18482	5944	24167	269033	202	0.00	0	0	21354	10	0	0	0	4.90	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.4	Yes	No
GCA_049379945.1.fna	111	5351129	5351129	50.44	49.56	173158	108879	41172	6230	48208	565641	1005	0.00	0	0	23460	10	0	0	0	5.18	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.37	Yes	No
GCA_037049385.1.fna	193	4834879	4834879	50.79	49.21	82497	38331	19211	5789	25051	211726	200	0.00	0	0	20350	11	0	0	0	4.69	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.46	Yes	No
GCA_040416335.1.fna	218	5057207	5057207	50.67	49.33	82500	41423	16719	4240.5	23198	286369	209	0.00	0	0	21684	127	0	0	0	4.90	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.47	Yes	No
GCA_040416795.1.fna	288	4886223	4886223	50.80	49.20	52239	26020	10060	4722.0	16966	194460	218	0.00	0	0	20413	9	0	0	0	4.74	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.38	Yes	No
GCA_964206575.1.fna	154	5292527	5292527	50.63	49.37	145245	86947	29465	4337.5	34367	266499	261	0.00	0	0	22818	10	0	0	0	5.13	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.76	Yes	No
GCA_009825265.1.fna	166	4843141	4843141	50.75	49.25	104447	61612	28186	2277.5	29176	317785	209	0.00	0	0	20259	10	0	0	0	4.69	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.47	Yes	No
GCA_964006205.1.fna	280	5095753	5095753	50.72	49.28	48789	27144	9016	5260.5	18199	198867	367	0.00	0	0	21733	10	0	0	0	4.95	1	GC:Normal,Size:Normal	Escherichia Coli K12	96.74	Yes	No
GCA_049546825.1.fna	9	5051904	5051904	50.79	49.21	4891645	4891645	4891645	4074	561323	4891645	1577	0.00	0	0	21166	14	0	0	1	4.88	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.39	Yes	No
GCA_009824555.1.fna	128	4851959	4851959	50.77	49.23	138048	101116	41509	2224.0	37906	665936	204	0.00	0	0	20302	9	0	0	0	4.70	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.55	Yes	No
GCA_964006395.1.fna	133	5324155	5324155	50.60	49.40	158934	90070	27518	9097	40031	291796	260	0.00	0	0	23045	10	0	0	0	5.16	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.77	Yes	No
GCA_040713795.1.fna	138	5161348	5161348	50.46	49.54	99992	53204	27905	11587.5	37401	216121	503	0.00	0	0	22061	12	0	0	0	5.00	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.59	Yes	No
GCA_964006385.1.fna	102	5193690	5193690	50.64	49.36	159109	116919	33604	9746.5	50919	393211	363	0.00	0	0	22350	10	0	0	0	5.03	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.78	Yes	No
GCA_040417405.1.fna	254	5020378	5020378	50.77	49.23	69015	34587	12965	3579.0	19765	201720	202	0.00	0	0	21098	127	0	0	0	4.87	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.37	Yes	No
GCA_964205855.1.fna	95	5166346	5166346	50.60	49.40	165542	109317	43077	10522	54383	389132	329	0.00	0	0	22225	10	0	0	0	5.00	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.74	Yes	No
GCA_040416515.1.fna	163	5046745	5046745	50.69	49.31	119275	61051	35291	3811	30962	338498	221	0.00	0	0	21329	11	0	0	0	4.89	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.39	Yes	No
GCA_037049825.1.fna	116	5329880	5329880	50.68	49.32	213911	109215	46366	1973.5	45947	615206	203	0.00	0	0	22942	111	0	0	0	5.16	1	GC:Normal,Size:Normal	Escherichia Coli K12	96.78	Yes	No
GCA_024331345.2.fna	2	5024058	5024058	50.79	49.21	4930547	4930547	4930547	2512029.0	2512029	4930547	93511	0.00	0	0	24020	239	0	0	1	4.85	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.22	Yes	No
GCA_009795575.1.fna	119	4744757	4744757	50.68	49.32	179841	119371	79194	1624	39872	706683	204	0.00	0	0	19788	10	0	0	0	4.59	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.51	Yes	No
GCA_040416415.1.fna	194	5045278	5045278	50.70	49.30	96715	42966	18378	4187.5	26007	310428	202	0.00	0	0	21291	11	0	0	0	4.89	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.35	Yes	No
GCA_964205505.1.fna	93	5169281	5169281	50.60	49.40	191981	116868	41474	10522	55584	312219	317	0.00	0	0	22238	10	0	0	0	5.00	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.78	Yes	No
GCA_040415955.1.fna	215	5052230	5052230	50.65	49.35	61158	31332	16534	6685	23499	279227	216	0.00	0	0	21352	10	0	0	0	4.90	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.42	Yes	No
GCA_030520165.1.fna	3	5088163	5088163	50.72	49.28	4795870	4795870	4795870	186751	1696054	4795870	105542	0.00	0	0	21466	132	0	0	1	4.91	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.28	Yes	No
GCA_964206605.1.fna	172	5373479	5373479	50.65	49.35	156275	74853	27979	3147.0	31241	466255	225	0.00	0	0	23207	10	0	0	0	5.21	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.76	Yes	No
GCA_040418755.1.fna	292	5023856	5023856	50.71	49.29	48757	22558	9568	5563.5	17205	142900	208	0.00	0	0	21142	10	0	0	0	4.88	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.39	Yes	No
GCA_964007005.1.fna	131	5144565	5144565	50.57	49.43	191640	109633	27805	3822	39271	484457	234	0.00	0	0	22009	10	0	0	0	4.98	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.82	Yes	No
GCA_964205705.1.fna	77	5174409	5174409	50.60	49.40	191342	116868	45563	13529	67200	344485	384	0.00	0	0	22256	10	0	0	0	5.01	0	GC:Normal,Size:Normal	Shigella Flexneri	96.79	Yes	No
GCA_964205525.1.fna	102	5096181	5096181	50.82	49.18	190935	109036	39239	7227.0	49963	341582	313	0.00	0	0	21704	10	0	0	0	4.93	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.76	Yes	No
GCA_907163705.1.fna	159	5113558	5113558	50.74	49.26	173821	111655	59003	639	32161	623097	114	0.00	0	0	21789	11	0	0	0	4.96	1	GC:Normal,Size:Normal	Escherichia Coli K12	96.82	Yes	No
GCA_049379845.1.fna	115	5259944	5259944	50.42	49.58	174506	119251	42283	4303	45739	537737	1002	0.00	0	0	23229	10	0	0	0	5.09	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.39	Yes	No
GCA_040417845.1.fna	203	5047132	5047132	50.66	49.34	65440	38875	17955	6041	24863	279227	219	0.00	0	0	21306	127	0	0	0	4.89	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.48	Yes	No
GCA_040415755.1.fna	178	4955139	4955139	50.74	49.26	135304	61051	24153	3309.5	27838	344352	218	0.00	0	0	20865	12	0	0	0	4.80	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.35	Yes	No
GCA_964205385.1.fna	168	4879366	4879366	50.79	49.21	83352	46113	22305	7573.0	29044	255057	319	0.00	0	0	20500	11	0	0	0	4.73	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.45	Yes	No
GCA_011763295.1.fna	110	4685269	4685269	50.73	49.27	155629	119371	85008	1361.5	42593	550855	204	0.00	0	0	19445	10	0	0	0	4.54	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.54	Yes	No
GCA_040416915.1.fna	227	5004577	5004577	50.74	49.26	76185	40265	14753	3716	22047	216758	225	0.00	0	0	21030	12	0	0	0	4.85	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.34	Yes	No
GCA_966565785.1.fna	321	5074055	5074055	50.78	49.22	48515	26395	10335	3059	15807	241837	500	0.00	0	0	22015	11	0	0	0	4.94	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.28	Yes	No
GCA_037048105.1.fna	179	5293638	5293638	50.63	49.37	142556	74825	28695	2059	29573	393252	205	0.00	0	0	22800	10	0	0	0	5.13	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.74	Yes	No
GCA_964205565.1.fna	99	5171148	5171148	50.60	49.40	190806	109496	41799	7876	52234	457345	261	0.00	0	0	22249	10	0	0	0	5.01	0	GC:Normal,Size:Normal	Shigella Flexneri	96.75	Yes	No
GCA_040415805.1.fna	171	5051775	5051775	50.68	49.32	138816	57769	25024	3385	29543	309671	205	0.00	0	0	21349	12	0	0	0	4.89	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.36	Yes	No
GCA_040418225.1.fna	186	4950668	4950668	50.74	49.26	110339	49460	18005	4032.0	26616	339585	218	0.00	0	0	20841	9	0	0	0	4.80	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.39	Yes	No
